Circuit: c432
STEM:N333 SA0
STEM:N333 SA1
STEM:N334 SA0
STEM:N334 SA1
STEM:N335 SA0
STEM:N335 SA1
STEM:N336 SA0
STEM:N336 SA1
STEM:N337 SA0
STEM:N337 SA1
STEM:N338 SA0
STEM:N338 SA1
STEM:N339 SA0
STEM:N339 SA1
STEM:N340 SA0
STEM:N340 SA1
STEM:N341 SA0
STEM:N341 SA1
STEM:N342 SA0
STEM:N342 SA1
STEM:N343 SA0
STEM:N343 SA1
STEM:N344 SA0
STEM:N344 SA1
STEM:N345 SA0
STEM:N345 SA1
STEM:N346 SA0
STEM:N346 SA1
STEM:N347 SA0
STEM:N347 SA1
STEM:N348 SA0
STEM:N348 SA1
STEM:N349 SA0
STEM:N349 SA1
STEM:N350 SA0
STEM:N350 SA1
STEM:N351 SA0
STEM:N351 SA1
STEM:N352 SA0
STEM:N352 SA1
STEM:N353 SA0
STEM:N353 SA1
STEM:N354 SA0
STEM:N354 SA1
STEM:N355 SA0
STEM:N355 SA1
STEM:N356 SA0
STEM:N356 SA1
STEM:N357 SA0
STEM:N357 SA1
STEM:N360 SA0
STEM:N360 SA1
STEM:N370 SA0
STEM:N370 SA1
STEM:N371 SA0
STEM:N371 SA1
STEM:N372 SA0
STEM:N372 SA1
STEM:N373 SA0
STEM:N373 SA1
STEM:N374 SA0
STEM:N374 SA1
STEM:N375 SA0
STEM:N375 SA1
STEM:N376 SA0
STEM:N376 SA1
STEM:N377 SA0
STEM:N377 SA1
STEM:N378 SA0
STEM:N378 SA1
STEM:N379 SA0
STEM:N379 SA1
STEM:N380 SA0
STEM:N380 SA1
STEM:N381 SA0
STEM:N381 SA1
STEM:N386 SA0
STEM:N386 SA1
STEM:N393 SA0
STEM:N393 SA1
STEM:N399 SA0
STEM:N399 SA1
STEM:N404 SA0
STEM:N404 SA1
STEM:N407 SA0
STEM:N407 SA1
STEM:N411 SA0
STEM:N411 SA1
STEM:N414 SA0
STEM:N414 SA1
STEM:N415 SA0
STEM:N415 SA1
STEM:N416 SA0
STEM:N416 SA1
STEM:N417 SA0
STEM:N417 SA1
STEM:N418 SA0
STEM:N418 SA1
STEM:N419 SA0
STEM:N419 SA1
STEM:N420 SA0
STEM:N420 SA1
STEM:N421 SA0
STEM:N421 SA1
STEM:N422 SA0
STEM:N422 SA1
STEM:N425 SA0
STEM:N425 SA1
STEM:N428 SA0
STEM:N428 SA1
STEM:N429 SA0
STEM:N429 SA1
STEM:N430 SA0
STEM:N430 SA1
STEM:N431 SA0
STEM:N431 SA1
STEM:N432 SA0
STEM:N432 SA1
BRANCH:N1->NOT1_1 SA0
BRANCH:N1->NOT1_1 SA1
BRANCH:N1->NAND2_56 SA0
BRANCH:N1->NAND2_56 SA1
BRANCH:N4->NOT1_2 SA0
BRANCH:N4->NOT1_2 SA1
BRANCH:N4->NAND2_19 SA0
BRANCH:N4->NAND2_19 SA1
BRANCH:N4->NAND4_138 SA0
BRANCH:N4->NAND4_138 SA1
BRANCH:N11->NOT1_3 SA0
BRANCH:N11->NOT1_3 SA1
BRANCH:N11->NAND2_58 SA0
BRANCH:N11->NAND2_58 SA1
BRANCH:N17->NOT1_4 SA0
BRANCH:N17->NOT1_4 SA1
BRANCH:N17->NAND2_22 SA0
BRANCH:N17->NAND2_22 SA1
BRANCH:N17->NAND4_139 SA0
BRANCH:N17->NAND4_139 SA1
BRANCH:N24->NOT1_5 SA0
BRANCH:N24->NOT1_5 SA1
BRANCH:N24->NAND2_60 SA0
BRANCH:N24->NAND2_60 SA1
BRANCH:N30->NOT1_6 SA0
BRANCH:N30->NOT1_6 SA1
BRANCH:N30->NAND2_23 SA0
BRANCH:N30->NAND2_23 SA1
BRANCH:N30->NAND4_140 SA0
BRANCH:N30->NAND4_140 SA1
BRANCH:N37->NOT1_7 SA0
BRANCH:N37->NOT1_7 SA1
BRANCH:N37->NAND2_62 SA0
BRANCH:N37->NAND2_62 SA1
BRANCH:N43->NOT1_8 SA0
BRANCH:N43->NOT1_8 SA1
BRANCH:N43->NAND2_24 SA0
BRANCH:N43->NAND2_24 SA1
BRANCH:N43->NAND4_141 SA0
BRANCH:N43->NAND4_141 SA1
BRANCH:N50->NOT1_9 SA0
BRANCH:N50->NOT1_9 SA1
BRANCH:N50->NAND2_63 SA0
BRANCH:N50->NAND2_63 SA1
BRANCH:N56->NOT1_10 SA0
BRANCH:N56->NOT1_10 SA1
BRANCH:N56->NAND2_25 SA0
BRANCH:N56->NAND2_25 SA1
BRANCH:N56->NAND4_142 SA0
BRANCH:N56->NAND4_142 SA1
BRANCH:N63->NOT1_11 SA0
BRANCH:N63->NOT1_11 SA1
BRANCH:N63->NAND2_64 SA0
BRANCH:N63->NAND2_64 SA1
BRANCH:N69->NOT1_12 SA0
BRANCH:N69->NOT1_12 SA1
BRANCH:N69->NAND2_26 SA0
BRANCH:N69->NAND2_26 SA1
BRANCH:N69->NAND4_143 SA0
BRANCH:N69->NAND4_143 SA1
BRANCH:N76->NOT1_13 SA0
BRANCH:N76->NOT1_13 SA1
BRANCH:N76->NAND2_65 SA0
BRANCH:N76->NAND2_65 SA1
BRANCH:N82->NOT1_14 SA0
BRANCH:N82->NOT1_14 SA1
BRANCH:N82->NAND2_27 SA0
BRANCH:N82->NAND2_27 SA1
BRANCH:N82->NAND4_144 SA0
BRANCH:N82->NAND4_144 SA1
BRANCH:N89->NOT1_15 SA0
BRANCH:N89->NOT1_15 SA1
BRANCH:N89->NAND2_66 SA0
BRANCH:N89->NAND2_66 SA1
BRANCH:N95->NOT1_16 SA0
BRANCH:N95->NOT1_16 SA1
BRANCH:N95->NAND2_28 SA0
BRANCH:N95->NAND2_28 SA1
BRANCH:N95->NAND4_145 SA0
BRANCH:N95->NAND4_145 SA1
BRANCH:N102->NOT1_17 SA0
BRANCH:N102->NOT1_17 SA1
BRANCH:N102->NAND2_67 SA0
BRANCH:N102->NAND2_67 SA1
BRANCH:N108->NOT1_18 SA0
BRANCH:N108->NOT1_18 SA1
BRANCH:N108->NAND2_29 SA0
BRANCH:N108->NAND2_29 SA1
BRANCH:N108->NAND4_146 SA0
BRANCH:N108->NAND4_146 SA1
BRANCH:N8->NOR2_20 SA0
BRANCH:N8->NOR2_20 SA1
BRANCH:N8->NAND2_103 SA0
BRANCH:N8->NAND2_103 SA1
BRANCH:N119->NOR2_20 SA0
BRANCH:N119->NOR2_20 SA1
BRANCH:N119->NOR2_21 SA0
BRANCH:N119->NOR2_21 SA1
BRANCH:N14->NOR2_21 SA0
BRANCH:N14->NOR2_21 SA1
BRANCH:N14->NAND2_129 SA0
BRANCH:N14->NAND2_129 SA1
BRANCH:N21->NOR2_30 SA0
BRANCH:N21->NOR2_30 SA1
BRANCH:N21->NAND2_105 SA0
BRANCH:N21->NAND2_105 SA1
BRANCH:N123->NOR2_30 SA0
BRANCH:N123->NOR2_30 SA1
BRANCH:N123->NOR2_31 SA0
BRANCH:N123->NOR2_31 SA1
BRANCH:N27->NOR2_31 SA0
BRANCH:N27->NOR2_31 SA1
BRANCH:N27->NAND2_130 SA0
BRANCH:N27->NAND2_130 SA1
BRANCH:N34->NOR2_32 SA0
BRANCH:N34->NOR2_32 SA1
BRANCH:N34->NAND2_107 SA0
BRANCH:N34->NAND2_107 SA1
BRANCH:N127->NOR2_32 SA0
BRANCH:N127->NOR2_32 SA1
BRANCH:N127->NOR2_33 SA0
BRANCH:N127->NOR2_33 SA1
BRANCH:N40->NOR2_33 SA0
BRANCH:N40->NOR2_33 SA1
BRANCH:N40->NAND2_131 SA0
BRANCH:N40->NAND2_131 SA1
BRANCH:N47->NOR2_34 SA0
BRANCH:N47->NOR2_34 SA1
BRANCH:N47->NAND2_109 SA0
BRANCH:N47->NAND2_109 SA1
BRANCH:N131->NOR2_34 SA0
BRANCH:N131->NOR2_34 SA1
BRANCH:N131->NOR2_35 SA0
BRANCH:N131->NOR2_35 SA1
BRANCH:N53->NOR2_35 SA0
BRANCH:N53->NOR2_35 SA1
BRANCH:N53->NAND2_132 SA0
BRANCH:N53->NAND2_132 SA1
BRANCH:N60->NOR2_36 SA0
BRANCH:N60->NOR2_36 SA1
BRANCH:N60->NAND2_111 SA0
BRANCH:N60->NAND2_111 SA1
BRANCH:N135->NOR2_36 SA0
BRANCH:N135->NOR2_36 SA1
BRANCH:N135->NOR2_37 SA0
BRANCH:N135->NOR2_37 SA1
BRANCH:N66->NOR2_37 SA0
BRANCH:N66->NOR2_37 SA1
BRANCH:N66->NAND2_133 SA0
BRANCH:N66->NAND2_133 SA1
BRANCH:N73->NOR2_38 SA0
BRANCH:N73->NOR2_38 SA1
BRANCH:N73->NAND2_113 SA0
BRANCH:N73->NAND2_113 SA1
BRANCH:N139->NOR2_38 SA0
BRANCH:N139->NOR2_38 SA1
BRANCH:N139->NOR2_39 SA0
BRANCH:N139->NOR2_39 SA1
BRANCH:N79->NOR2_39 SA0
BRANCH:N79->NOR2_39 SA1
BRANCH:N79->NAND2_134 SA0
BRANCH:N79->NAND2_134 SA1
BRANCH:N86->NOR2_40 SA0
BRANCH:N86->NOR2_40 SA1
BRANCH:N86->NAND2_114 SA0
BRANCH:N86->NAND2_114 SA1
BRANCH:N143->NOR2_40 SA0
BRANCH:N143->NOR2_40 SA1
BRANCH:N143->NOR2_41 SA0
BRANCH:N143->NOR2_41 SA1
BRANCH:N92->NOR2_41 SA0
BRANCH:N92->NOR2_41 SA1
BRANCH:N92->NAND2_135 SA0
BRANCH:N92->NAND2_135 SA1
BRANCH:N99->NOR2_42 SA0
BRANCH:N99->NOR2_42 SA1
BRANCH:N99->NAND2_115 SA0
BRANCH:N99->NAND2_115 SA1
BRANCH:N147->NOR2_42 SA0
BRANCH:N147->NOR2_42 SA1
BRANCH:N147->NOR2_43 SA0
BRANCH:N147->NOR2_43 SA1
BRANCH:N105->NOR2_43 SA0
BRANCH:N105->NOR2_43 SA1
BRANCH:N105->NAND2_136 SA0
BRANCH:N105->NAND2_136 SA1
BRANCH:N112->NOR2_44 SA0
BRANCH:N112->NOR2_44 SA1
BRANCH:N112->NAND2_116 SA0
BRANCH:N112->NAND2_116 SA1
BRANCH:N151->NOR2_44 SA0
BRANCH:N151->NOR2_44 SA1
BRANCH:N151->NOR2_45 SA0
BRANCH:N151->NOR2_45 SA1
BRANCH:N115->NOR2_45 SA0
BRANCH:N115->NOR2_45 SA1
BRANCH:N115->NAND2_137 SA0
BRANCH:N115->NAND2_137 SA1
BRANCH:N154->AND9_46 SA0
BRANCH:N154->AND9_46 SA1
BRANCH:N154->XOR2_50 SA0
BRANCH:N154->XOR2_50 SA1
BRANCH:N159->AND9_46 SA0
BRANCH:N159->AND9_46 SA1
BRANCH:N159->XOR2_51 SA0
BRANCH:N159->XOR2_51 SA1
BRANCH:N162->AND9_46 SA0
BRANCH:N162->AND9_46 SA1
BRANCH:N162->XOR2_52 SA0
BRANCH:N162->XOR2_52 SA1
BRANCH:N165->AND9_46 SA0
BRANCH:N165->AND9_46 SA1
BRANCH:N165->XOR2_53 SA0
BRANCH:N165->XOR2_53 SA1
BRANCH:N168->AND9_46 SA0
BRANCH:N168->AND9_46 SA1
BRANCH:N168->XOR2_54 SA0
BRANCH:N168->XOR2_54 SA1
BRANCH:N171->AND9_46 SA0
BRANCH:N171->AND9_46 SA1
BRANCH:N171->XOR2_55 SA0
BRANCH:N171->XOR2_55 SA1
BRANCH:N174->AND9_46 SA0
BRANCH:N174->AND9_46 SA1
BRANCH:N174->XOR2_57 SA0
BRANCH:N174->XOR2_57 SA1
BRANCH:N177->AND9_46 SA0
BRANCH:N177->AND9_46 SA1
BRANCH:N177->XOR2_59 SA0
BRANCH:N177->XOR2_59 SA1
BRANCH:N180->AND9_46 SA0
BRANCH:N180->AND9_46 SA1
BRANCH:N180->XOR2_61 SA0
BRANCH:N180->XOR2_61 SA1
BRANCH:N199->NOT1_47 SA0
BRANCH:N199->NOT1_47 SA1
BRANCH:N199->NOT1_48 SA0
BRANCH:N199->NOT1_48 SA1
BRANCH:N199->NOT1_49 SA0
BRANCH:N199->NOT1_49 SA1
BRANCH:N203->XOR2_50 SA0
BRANCH:N203->XOR2_50 SA1
BRANCH:N203->XOR2_51 SA0
BRANCH:N203->XOR2_51 SA1
BRANCH:N203->XOR2_52 SA0
BRANCH:N203->XOR2_52 SA1
BRANCH:N203->XOR2_53 SA0
BRANCH:N203->XOR2_53 SA1
BRANCH:N203->XOR2_54 SA0
BRANCH:N203->XOR2_54 SA1
BRANCH:N203->XOR2_55 SA0
BRANCH:N203->XOR2_55 SA1
BRANCH:N203->XOR2_57 SA0
BRANCH:N203->XOR2_57 SA1
BRANCH:N203->XOR2_59 SA0
BRANCH:N203->XOR2_59 SA1
BRANCH:N203->XOR2_61 SA0
BRANCH:N203->XOR2_61 SA1
BRANCH:N213->NAND2_56 SA0
BRANCH:N213->NAND2_56 SA1
BRANCH:N213->NAND2_58 SA0
BRANCH:N213->NAND2_58 SA1
BRANCH:N213->NAND2_60 SA0
BRANCH:N213->NAND2_60 SA1
BRANCH:N213->NAND2_62 SA0
BRANCH:N213->NAND2_62 SA1
BRANCH:N213->NAND2_63 SA0
BRANCH:N213->NAND2_63 SA1
BRANCH:N213->NAND2_64 SA0
BRANCH:N213->NAND2_64 SA1
BRANCH:N213->NAND2_65 SA0
BRANCH:N213->NAND2_65 SA1
BRANCH:N213->NAND2_66 SA0
BRANCH:N213->NAND2_66 SA1
BRANCH:N213->NAND2_67 SA0
BRANCH:N213->NAND2_67 SA1
BRANCH:N224->NAND2_68 SA0
BRANCH:N224->NAND2_68 SA1
BRANCH:N224->NAND2_69 SA0
BRANCH:N224->NAND2_69 SA1
BRANCH:N227->NAND2_70 SA0
BRANCH:N227->NAND2_70 SA1
BRANCH:N227->NAND2_78 SA0
BRANCH:N227->NAND2_78 SA1
BRANCH:N230->NAND2_71 SA0
BRANCH:N230->NAND2_71 SA1
BRANCH:N230->NAND2_79 SA0
BRANCH:N230->NAND2_79 SA1
BRANCH:N233->NAND2_72 SA0
BRANCH:N233->NAND2_72 SA1
BRANCH:N233->NAND2_80 SA0
BRANCH:N233->NAND2_80 SA1
BRANCH:N236->NAND2_73 SA0
BRANCH:N236->NAND2_73 SA1
BRANCH:N236->NAND2_81 SA0
BRANCH:N236->NAND2_81 SA1
BRANCH:N239->NAND2_74 SA0
BRANCH:N239->NAND2_74 SA1
BRANCH:N239->NAND2_82 SA0
BRANCH:N239->NAND2_82 SA1
BRANCH:N243->NAND2_75 SA0
BRANCH:N243->NAND2_75 SA1
BRANCH:N243->NAND2_83 SA0
BRANCH:N243->NAND2_83 SA1
BRANCH:N247->NAND2_76 SA0
BRANCH:N247->NAND2_76 SA1
BRANCH:N247->NAND2_84 SA0
BRANCH:N247->NAND2_84 SA1
BRANCH:N251->NAND2_77 SA0
BRANCH:N251->NAND2_77 SA1
BRANCH:N251->NAND2_85 SA0
BRANCH:N251->NAND2_85 SA1
BRANCH:N260->AND9_86 SA0
BRANCH:N260->AND9_86 SA1
BRANCH:N260->XOR2_99 SA0
BRANCH:N260->XOR2_99 SA1
BRANCH:N264->AND9_86 SA0
BRANCH:N264->AND9_86 SA1
BRANCH:N264->XOR2_100 SA0
BRANCH:N264->XOR2_100 SA1
BRANCH:N267->AND9_86 SA0
BRANCH:N267->AND9_86 SA1
BRANCH:N267->XOR2_101 SA0
BRANCH:N267->XOR2_101 SA1
BRANCH:N270->AND9_86 SA0
BRANCH:N270->AND9_86 SA1
BRANCH:N270->XOR2_102 SA0
BRANCH:N270->XOR2_102 SA1
BRANCH:N273->AND9_86 SA0
BRANCH:N273->AND9_86 SA1
BRANCH:N273->XOR2_104 SA0
BRANCH:N273->XOR2_104 SA1
BRANCH:N276->AND9_86 SA0
BRANCH:N276->AND9_86 SA1
BRANCH:N276->XOR2_106 SA0
BRANCH:N276->XOR2_106 SA1
BRANCH:N279->AND9_86 SA0
BRANCH:N279->AND9_86 SA1
BRANCH:N279->XOR2_108 SA0
BRANCH:N279->XOR2_108 SA1
BRANCH:N282->AND9_86 SA0
BRANCH:N282->AND9_86 SA1
BRANCH:N282->XOR2_110 SA0
BRANCH:N282->XOR2_110 SA1
BRANCH:N285->AND9_86 SA0
BRANCH:N285->AND9_86 SA1
BRANCH:N285->XOR2_112 SA0
BRANCH:N285->XOR2_112 SA1
BRANCH:N296->NOT1_96 SA0
BRANCH:N296->NOT1_96 SA1
BRANCH:N296->NOT1_97 SA0
BRANCH:N296->NOT1_97 SA1
BRANCH:N296->NOT1_98 SA0
BRANCH:N296->NOT1_98 SA1
BRANCH:N309->XOR2_99 SA0
BRANCH:N309->XOR2_99 SA1
BRANCH:N309->XOR2_100 SA0
BRANCH:N309->XOR2_100 SA1
BRANCH:N309->XOR2_101 SA0
BRANCH:N309->XOR2_101 SA1
BRANCH:N309->XOR2_102 SA0
BRANCH:N309->XOR2_102 SA1
BRANCH:N309->XOR2_104 SA0
BRANCH:N309->XOR2_104 SA1
BRANCH:N309->XOR2_106 SA0
BRANCH:N309->XOR2_106 SA1
BRANCH:N309->XOR2_108 SA0
BRANCH:N309->XOR2_108 SA1
BRANCH:N309->XOR2_110 SA0
BRANCH:N309->XOR2_110 SA1
BRANCH:N309->XOR2_112 SA0
BRANCH:N309->XOR2_112 SA1
BRANCH:N319->NAND2_103 SA0
BRANCH:N319->NAND2_103 SA1
BRANCH:N319->NAND2_105 SA0
BRANCH:N319->NAND2_105 SA1
BRANCH:N319->NAND2_107 SA0
BRANCH:N319->NAND2_107 SA1
BRANCH:N319->NAND2_109 SA0
BRANCH:N319->NAND2_109 SA1
BRANCH:N319->NAND2_111 SA0
BRANCH:N319->NAND2_111 SA1
BRANCH:N319->NAND2_113 SA0
BRANCH:N319->NAND2_113 SA1
BRANCH:N319->NAND2_114 SA0
BRANCH:N319->NAND2_114 SA1
BRANCH:N319->NAND2_115 SA0
BRANCH:N319->NAND2_115 SA1
BRANCH:N319->NAND2_116 SA0
BRANCH:N319->NAND2_116 SA1
BRANCH:N357->NOT1_127 SA0
BRANCH:N357->NOT1_127 SA1
BRANCH:N357->NOT1_128 SA0
BRANCH:N357->NOT1_128 SA1
BRANCH:N360->NAND2_129 SA0
BRANCH:N360->NAND2_129 SA1
BRANCH:N360->NAND2_130 SA0
BRANCH:N360->NAND2_130 SA1
BRANCH:N360->NAND2_131 SA0
BRANCH:N360->NAND2_131 SA1
BRANCH:N360->NAND2_132 SA0
BRANCH:N360->NAND2_132 SA1
BRANCH:N360->NAND2_133 SA0
BRANCH:N360->NAND2_133 SA1
BRANCH:N360->NAND2_134 SA0
BRANCH:N360->NAND2_134 SA1
BRANCH:N360->NAND2_135 SA0
BRANCH:N360->NAND2_135 SA1
BRANCH:N360->NAND2_136 SA0
BRANCH:N360->NAND2_136 SA1
BRANCH:N360->NAND2_137 SA0
BRANCH:N360->NAND2_137 SA1
BRANCH:N381->AND8_148 SA0
BRANCH:N381->AND8_148 SA1
BRANCH:N381->NAND4_158 SA0
BRANCH:N381->NAND4_158 SA1
BRANCH:N381->NAND4_159 SA0
BRANCH:N381->NAND4_159 SA1
BRANCH:N381->NAND4_160 SA0
BRANCH:N381->NAND4_160 SA1
BRANCH:N386->AND8_148 SA0
BRANCH:N386->AND8_148 SA1
BRANCH:N386->NAND2_154 SA0
BRANCH:N386->NAND2_154 SA1
BRANCH:N386->NAND4_155 SA0
BRANCH:N386->NAND4_155 SA1
BRANCH:N386->NAND4_157 SA0
BRANCH:N386->NAND4_157 SA1
BRANCH:N386->NAND4_158 SA0
BRANCH:N386->NAND4_158 SA1
BRANCH:N386->NAND4_159 SA0
BRANCH:N386->NAND4_159 SA1
BRANCH:N393->AND8_148 SA0
BRANCH:N393->AND8_148 SA1
BRANCH:N393->NOT1_149 SA0
BRANCH:N393->NOT1_149 SA1
BRANCH:N393->NAND4_155 SA0
BRANCH:N393->NAND4_155 SA1
BRANCH:N393->NAND3_156 SA0
BRANCH:N393->NAND3_156 SA1
BRANCH:N393->NAND4_157 SA0
BRANCH:N393->NAND4_157 SA1
BRANCH:N399->AND8_148 SA0
BRANCH:N399->AND8_148 SA1
BRANCH:N399->NAND4_155 SA0
BRANCH:N399->NAND4_155 SA1
BRANCH:N399->NAND3_156 SA0
BRANCH:N399->NAND3_156 SA1
BRANCH:N399->NAND4_158 SA0
BRANCH:N399->NAND4_158 SA1
BRANCH:N404->AND8_148 SA0
BRANCH:N404->AND8_148 SA1
BRANCH:N404->NOT1_150 SA0
BRANCH:N404->NOT1_150 SA1
BRANCH:N407->AND8_148 SA0
BRANCH:N407->AND8_148 SA1
BRANCH:N407->NOT1_151 SA0
BRANCH:N407->NOT1_151 SA1
BRANCH:N407->NAND4_157 SA0
BRANCH:N407->NAND4_157 SA1
BRANCH:N411->AND8_148 SA0
BRANCH:N411->AND8_148 SA1
BRANCH:N411->NOT1_152 SA0
BRANCH:N411->NOT1_152 SA1
BRANCH:N422->NAND4_158 SA0
BRANCH:N422->NAND4_158 SA1
BRANCH:N422->NAND4_160 SA0
BRANCH:N422->NAND4_160 SA1
BRANCH:N425->NAND4_159 SA0
BRANCH:N425->NAND4_159 SA1
BRANCH:N425->NAND4_160 SA0
BRANCH:N425->NAND4_160 SA1

SUMMARY
Fault sites    : 432
Full SA faults : 864
