Circuit: c6288
STEM:N858 SA0
STEM:N858 SA1
STEM:N861 SA0
STEM:N861 SA1
STEM:N864 SA0
STEM:N864 SA1
STEM:N867 SA0
STEM:N867 SA1
STEM:N870 SA0
STEM:N870 SA1
STEM:N873 SA0
STEM:N873 SA1
STEM:N876 SA0
STEM:N876 SA1
STEM:N879 SA0
STEM:N879 SA1
STEM:N882 SA0
STEM:N882 SA1
STEM:N885 SA0
STEM:N885 SA1
STEM:N888 SA0
STEM:N888 SA1
STEM:N891 SA0
STEM:N891 SA1
STEM:N894 SA0
STEM:N894 SA1
STEM:N897 SA0
STEM:N897 SA1
STEM:N900 SA0
STEM:N900 SA1
STEM:N903 SA0
STEM:N903 SA1
STEM:N906 SA0
STEM:N906 SA1
STEM:N909 SA0
STEM:N909 SA1
STEM:N912 SA0
STEM:N912 SA1
STEM:N915 SA0
STEM:N915 SA1
STEM:N918 SA0
STEM:N918 SA1
STEM:N921 SA0
STEM:N921 SA1
STEM:N924 SA0
STEM:N924 SA1
STEM:N927 SA0
STEM:N927 SA1
STEM:N930 SA0
STEM:N930 SA1
STEM:N933 SA0
STEM:N933 SA1
STEM:N936 SA0
STEM:N936 SA1
STEM:N939 SA0
STEM:N939 SA1
STEM:N942 SA0
STEM:N942 SA1
STEM:N945 SA0
STEM:N945 SA1
STEM:N948 SA0
STEM:N948 SA1
STEM:N951 SA0
STEM:N951 SA1
STEM:N954 SA0
STEM:N954 SA1
STEM:N957 SA0
STEM:N957 SA1
STEM:N960 SA0
STEM:N960 SA1
STEM:N963 SA0
STEM:N963 SA1
STEM:N966 SA0
STEM:N966 SA1
STEM:N969 SA0
STEM:N969 SA1
STEM:N972 SA0
STEM:N972 SA1
STEM:N975 SA0
STEM:N975 SA1
STEM:N978 SA0
STEM:N978 SA1
STEM:N981 SA0
STEM:N981 SA1
STEM:N984 SA0
STEM:N984 SA1
STEM:N987 SA0
STEM:N987 SA1
STEM:N990 SA0
STEM:N990 SA1
STEM:N993 SA0
STEM:N993 SA1
STEM:N996 SA0
STEM:N996 SA1
STEM:N999 SA0
STEM:N999 SA1
STEM:N1002 SA0
STEM:N1002 SA1
STEM:N1005 SA0
STEM:N1005 SA1
STEM:N1008 SA0
STEM:N1008 SA1
STEM:N1011 SA0
STEM:N1011 SA1
STEM:N1014 SA0
STEM:N1014 SA1
STEM:N1017 SA0
STEM:N1017 SA1
STEM:N1020 SA0
STEM:N1020 SA1
STEM:N1023 SA0
STEM:N1023 SA1
STEM:N1026 SA0
STEM:N1026 SA1
STEM:N1029 SA0
STEM:N1029 SA1
STEM:N1032 SA0
STEM:N1032 SA1
STEM:N1035 SA0
STEM:N1035 SA1
STEM:N1038 SA0
STEM:N1038 SA1
STEM:N1041 SA0
STEM:N1041 SA1
STEM:N1044 SA0
STEM:N1044 SA1
STEM:N1047 SA0
STEM:N1047 SA1
STEM:N1050 SA0
STEM:N1050 SA1
STEM:N1053 SA0
STEM:N1053 SA1
STEM:N1056 SA0
STEM:N1056 SA1
STEM:N1059 SA0
STEM:N1059 SA1
STEM:N1062 SA0
STEM:N1062 SA1
STEM:N1065 SA0
STEM:N1065 SA1
STEM:N1068 SA0
STEM:N1068 SA1
STEM:N1071 SA0
STEM:N1071 SA1
STEM:N1074 SA0
STEM:N1074 SA1
STEM:N1077 SA0
STEM:N1077 SA1
STEM:N1080 SA0
STEM:N1080 SA1
STEM:N1083 SA0
STEM:N1083 SA1
STEM:N1086 SA0
STEM:N1086 SA1
STEM:N1089 SA0
STEM:N1089 SA1
STEM:N1092 SA0
STEM:N1092 SA1
STEM:N1095 SA0
STEM:N1095 SA1
STEM:N1098 SA0
STEM:N1098 SA1
STEM:N1101 SA0
STEM:N1101 SA1
STEM:N1104 SA0
STEM:N1104 SA1
STEM:N1107 SA0
STEM:N1107 SA1
STEM:N1110 SA0
STEM:N1110 SA1
STEM:N1113 SA0
STEM:N1113 SA1
STEM:N1116 SA0
STEM:N1116 SA1
STEM:N1119 SA0
STEM:N1119 SA1
STEM:N1122 SA0
STEM:N1122 SA1
STEM:N1125 SA0
STEM:N1125 SA1
STEM:N1128 SA0
STEM:N1128 SA1
STEM:N1131 SA0
STEM:N1131 SA1
STEM:N1134 SA0
STEM:N1134 SA1
STEM:N1137 SA0
STEM:N1137 SA1
STEM:N1140 SA0
STEM:N1140 SA1
STEM:N1143 SA0
STEM:N1143 SA1
STEM:N1146 SA0
STEM:N1146 SA1
STEM:N1149 SA0
STEM:N1149 SA1
STEM:N1152 SA0
STEM:N1152 SA1
STEM:N1155 SA0
STEM:N1155 SA1
STEM:N1158 SA0
STEM:N1158 SA1
STEM:N1161 SA0
STEM:N1161 SA1
STEM:N1164 SA0
STEM:N1164 SA1
STEM:N1167 SA0
STEM:N1167 SA1
STEM:N1170 SA0
STEM:N1170 SA1
STEM:N1173 SA0
STEM:N1173 SA1
STEM:N1176 SA0
STEM:N1176 SA1
STEM:N1179 SA0
STEM:N1179 SA1
STEM:N1182 SA0
STEM:N1182 SA1
STEM:N1185 SA0
STEM:N1185 SA1
STEM:N1188 SA0
STEM:N1188 SA1
STEM:N1191 SA0
STEM:N1191 SA1
STEM:N1194 SA0
STEM:N1194 SA1
STEM:N1197 SA0
STEM:N1197 SA1
STEM:N1200 SA0
STEM:N1200 SA1
STEM:N1203 SA0
STEM:N1203 SA1
STEM:N1206 SA0
STEM:N1206 SA1
STEM:N1209 SA0
STEM:N1209 SA1
STEM:N1212 SA0
STEM:N1212 SA1
STEM:N1215 SA0
STEM:N1215 SA1
STEM:N1218 SA0
STEM:N1218 SA1
STEM:N1221 SA0
STEM:N1221 SA1
STEM:N1224 SA0
STEM:N1224 SA1
STEM:N1227 SA0
STEM:N1227 SA1
STEM:N1230 SA0
STEM:N1230 SA1
STEM:N1233 SA0
STEM:N1233 SA1
STEM:N1236 SA0
STEM:N1236 SA1
STEM:N1239 SA0
STEM:N1239 SA1
STEM:N1242 SA0
STEM:N1242 SA1
STEM:N1245 SA0
STEM:N1245 SA1
STEM:N1248 SA0
STEM:N1248 SA1
STEM:N1251 SA0
STEM:N1251 SA1
STEM:N1254 SA0
STEM:N1254 SA1
STEM:N1257 SA0
STEM:N1257 SA1
STEM:N1260 SA0
STEM:N1260 SA1
STEM:N1263 SA0
STEM:N1263 SA1
STEM:N1266 SA0
STEM:N1266 SA1
STEM:N1269 SA0
STEM:N1269 SA1
STEM:N1272 SA0
STEM:N1272 SA1
STEM:N1275 SA0
STEM:N1275 SA1
STEM:N1278 SA0
STEM:N1278 SA1
STEM:N1281 SA0
STEM:N1281 SA1
STEM:N1284 SA0
STEM:N1284 SA1
STEM:N1287 SA0
STEM:N1287 SA1
STEM:N1290 SA0
STEM:N1290 SA1
STEM:N1293 SA0
STEM:N1293 SA1
STEM:N1296 SA0
STEM:N1296 SA1
STEM:N1299 SA0
STEM:N1299 SA1
STEM:N1302 SA0
STEM:N1302 SA1
STEM:N1305 SA0
STEM:N1305 SA1
STEM:N1308 SA0
STEM:N1308 SA1
STEM:N1311 SA0
STEM:N1311 SA1
STEM:N1315 SA0
STEM:N1315 SA1
STEM:N1319 SA0
STEM:N1319 SA1
STEM:N1323 SA0
STEM:N1323 SA1
STEM:N1327 SA0
STEM:N1327 SA1
STEM:N1331 SA0
STEM:N1331 SA1
STEM:N1335 SA0
STEM:N1335 SA1
STEM:N1339 SA0
STEM:N1339 SA1
STEM:N1343 SA0
STEM:N1343 SA1
STEM:N1347 SA0
STEM:N1347 SA1
STEM:N1351 SA0
STEM:N1351 SA1
STEM:N1355 SA0
STEM:N1355 SA1
STEM:N1359 SA0
STEM:N1359 SA1
STEM:N1363 SA0
STEM:N1363 SA1
STEM:N1367 SA0
STEM:N1367 SA1
STEM:N1371 SA0
STEM:N1371 SA1
STEM:N1372 SA0
STEM:N1372 SA1
STEM:N1373 SA0
STEM:N1373 SA1
STEM:N1374 SA0
STEM:N1374 SA1
STEM:N1375 SA0
STEM:N1375 SA1
STEM:N1376 SA0
STEM:N1376 SA1
STEM:N1377 SA0
STEM:N1377 SA1
STEM:N1378 SA0
STEM:N1378 SA1
STEM:N1379 SA0
STEM:N1379 SA1
STEM:N1380 SA0
STEM:N1380 SA1
STEM:N1381 SA0
STEM:N1381 SA1
STEM:N1382 SA0
STEM:N1382 SA1
STEM:N1383 SA0
STEM:N1383 SA1
STEM:N1384 SA0
STEM:N1384 SA1
STEM:N1385 SA0
STEM:N1385 SA1
STEM:N1386 SA0
STEM:N1386 SA1
STEM:N1387 SA0
STEM:N1387 SA1
STEM:N1388 SA0
STEM:N1388 SA1
STEM:N1389 SA0
STEM:N1389 SA1
STEM:N1390 SA0
STEM:N1390 SA1
STEM:N1391 SA0
STEM:N1391 SA1
STEM:N1392 SA0
STEM:N1392 SA1
STEM:N1393 SA0
STEM:N1393 SA1
STEM:N1394 SA0
STEM:N1394 SA1
STEM:N1395 SA0
STEM:N1395 SA1
STEM:N1396 SA0
STEM:N1396 SA1
STEM:N1397 SA0
STEM:N1397 SA1
STEM:N1398 SA0
STEM:N1398 SA1
STEM:N1399 SA0
STEM:N1399 SA1
STEM:N1400 SA0
STEM:N1400 SA1
STEM:N1401 SA0
STEM:N1401 SA1
STEM:N1404 SA0
STEM:N1404 SA1
STEM:N1407 SA0
STEM:N1407 SA1
STEM:N1410 SA0
STEM:N1410 SA1
STEM:N1413 SA0
STEM:N1413 SA1
STEM:N1416 SA0
STEM:N1416 SA1
STEM:N1419 SA0
STEM:N1419 SA1
STEM:N1422 SA0
STEM:N1422 SA1
STEM:N1425 SA0
STEM:N1425 SA1
STEM:N1428 SA0
STEM:N1428 SA1
STEM:N1431 SA0
STEM:N1431 SA1
STEM:N1434 SA0
STEM:N1434 SA1
STEM:N1437 SA0
STEM:N1437 SA1
STEM:N1440 SA0
STEM:N1440 SA1
STEM:N1443 SA0
STEM:N1443 SA1
STEM:N1446 SA0
STEM:N1446 SA1
STEM:N1450 SA0
STEM:N1450 SA1
STEM:N1454 SA0
STEM:N1454 SA1
STEM:N1458 SA0
STEM:N1458 SA1
STEM:N1462 SA0
STEM:N1462 SA1
STEM:N1466 SA0
STEM:N1466 SA1
STEM:N1470 SA0
STEM:N1470 SA1
STEM:N1474 SA0
STEM:N1474 SA1
STEM:N1478 SA0
STEM:N1478 SA1
STEM:N1482 SA0
STEM:N1482 SA1
STEM:N1486 SA0
STEM:N1486 SA1
STEM:N1490 SA0
STEM:N1490 SA1
STEM:N1494 SA0
STEM:N1494 SA1
STEM:N1498 SA0
STEM:N1498 SA1
STEM:N1502 SA0
STEM:N1502 SA1
STEM:N1506 SA0
STEM:N1506 SA1
STEM:N1507 SA0
STEM:N1507 SA1
STEM:N1508 SA0
STEM:N1508 SA1
STEM:N1511 SA0
STEM:N1511 SA1
STEM:N1512 SA0
STEM:N1512 SA1
STEM:N1513 SA0
STEM:N1513 SA1
STEM:N1516 SA0
STEM:N1516 SA1
STEM:N1517 SA0
STEM:N1517 SA1
STEM:N1518 SA0
STEM:N1518 SA1
STEM:N1521 SA0
STEM:N1521 SA1
STEM:N1522 SA0
STEM:N1522 SA1
STEM:N1523 SA0
STEM:N1523 SA1
STEM:N1526 SA0
STEM:N1526 SA1
STEM:N1527 SA0
STEM:N1527 SA1
STEM:N1528 SA0
STEM:N1528 SA1
STEM:N1531 SA0
STEM:N1531 SA1
STEM:N1532 SA0
STEM:N1532 SA1
STEM:N1533 SA0
STEM:N1533 SA1
STEM:N1536 SA0
STEM:N1536 SA1
STEM:N1537 SA0
STEM:N1537 SA1
STEM:N1538 SA0
STEM:N1538 SA1
STEM:N1541 SA0
STEM:N1541 SA1
STEM:N1542 SA0
STEM:N1542 SA1
STEM:N1543 SA0
STEM:N1543 SA1
STEM:N1546 SA0
STEM:N1546 SA1
STEM:N1547 SA0
STEM:N1547 SA1
STEM:N1548 SA0
STEM:N1548 SA1
STEM:N1551 SA0
STEM:N1551 SA1
STEM:N1552 SA0
STEM:N1552 SA1
STEM:N1553 SA0
STEM:N1553 SA1
STEM:N1556 SA0
STEM:N1556 SA1
STEM:N1557 SA0
STEM:N1557 SA1
STEM:N1558 SA0
STEM:N1558 SA1
STEM:N1561 SA0
STEM:N1561 SA1
STEM:N1562 SA0
STEM:N1562 SA1
STEM:N1563 SA0
STEM:N1563 SA1
STEM:N1566 SA0
STEM:N1566 SA1
STEM:N1567 SA0
STEM:N1567 SA1
STEM:N1568 SA0
STEM:N1568 SA1
STEM:N1571 SA0
STEM:N1571 SA1
STEM:N1572 SA0
STEM:N1572 SA1
STEM:N1573 SA0
STEM:N1573 SA1
STEM:N1576 SA0
STEM:N1576 SA1
STEM:N1577 SA0
STEM:N1577 SA1
STEM:N1578 SA0
STEM:N1578 SA1
STEM:N1581 SA0
STEM:N1581 SA1
STEM:N1582 SA0
STEM:N1582 SA1
STEM:N1585 SA0
STEM:N1585 SA1
STEM:N1588 SA0
STEM:N1588 SA1
STEM:N1591 SA0
STEM:N1591 SA1
STEM:N1594 SA0
STEM:N1594 SA1
STEM:N1597 SA0
STEM:N1597 SA1
STEM:N1600 SA0
STEM:N1600 SA1
STEM:N1603 SA0
STEM:N1603 SA1
STEM:N1606 SA0
STEM:N1606 SA1
STEM:N1609 SA0
STEM:N1609 SA1
STEM:N1612 SA0
STEM:N1612 SA1
STEM:N1615 SA0
STEM:N1615 SA1
STEM:N1618 SA0
STEM:N1618 SA1
STEM:N1621 SA0
STEM:N1621 SA1
STEM:N1624 SA0
STEM:N1624 SA1
STEM:N1628 SA0
STEM:N1628 SA1
STEM:N1632 SA0
STEM:N1632 SA1
STEM:N1636 SA0
STEM:N1636 SA1
STEM:N1640 SA0
STEM:N1640 SA1
STEM:N1644 SA0
STEM:N1644 SA1
STEM:N1648 SA0
STEM:N1648 SA1
STEM:N1652 SA0
STEM:N1652 SA1
STEM:N1656 SA0
STEM:N1656 SA1
STEM:N1660 SA0
STEM:N1660 SA1
STEM:N1664 SA0
STEM:N1664 SA1
STEM:N1668 SA0
STEM:N1668 SA1
STEM:N1672 SA0
STEM:N1672 SA1
STEM:N1676 SA0
STEM:N1676 SA1
STEM:N1680 SA0
STEM:N1680 SA1
STEM:N1684 SA0
STEM:N1684 SA1
STEM:N1685 SA0
STEM:N1685 SA1
STEM:N1686 SA0
STEM:N1686 SA1
STEM:N1687 SA0
STEM:N1687 SA1
STEM:N1688 SA0
STEM:N1688 SA1
STEM:N1689 SA0
STEM:N1689 SA1
STEM:N1690 SA0
STEM:N1690 SA1
STEM:N1691 SA0
STEM:N1691 SA1
STEM:N1692 SA0
STEM:N1692 SA1
STEM:N1693 SA0
STEM:N1693 SA1
STEM:N1694 SA0
STEM:N1694 SA1
STEM:N1695 SA0
STEM:N1695 SA1
STEM:N1696 SA0
STEM:N1696 SA1
STEM:N1697 SA0
STEM:N1697 SA1
STEM:N1698 SA0
STEM:N1698 SA1
STEM:N1699 SA0
STEM:N1699 SA1
STEM:N1700 SA0
STEM:N1700 SA1
STEM:N1701 SA0
STEM:N1701 SA1
STEM:N1702 SA0
STEM:N1702 SA1
STEM:N1703 SA0
STEM:N1703 SA1
STEM:N1704 SA0
STEM:N1704 SA1
STEM:N1705 SA0
STEM:N1705 SA1
STEM:N1706 SA0
STEM:N1706 SA1
STEM:N1707 SA0
STEM:N1707 SA1
STEM:N1708 SA0
STEM:N1708 SA1
STEM:N1709 SA0
STEM:N1709 SA1
STEM:N1710 SA0
STEM:N1710 SA1
STEM:N1711 SA0
STEM:N1711 SA1
STEM:N1712 SA0
STEM:N1712 SA1
STEM:N1713 SA0
STEM:N1713 SA1
STEM:N1714 SA0
STEM:N1714 SA1
STEM:N1717 SA0
STEM:N1717 SA1
STEM:N1720 SA0
STEM:N1720 SA1
STEM:N1723 SA0
STEM:N1723 SA1
STEM:N1726 SA0
STEM:N1726 SA1
STEM:N1729 SA0
STEM:N1729 SA1
STEM:N1732 SA0
STEM:N1732 SA1
STEM:N1735 SA0
STEM:N1735 SA1
STEM:N1738 SA0
STEM:N1738 SA1
STEM:N1741 SA0
STEM:N1741 SA1
STEM:N1744 SA0
STEM:N1744 SA1
STEM:N1747 SA0
STEM:N1747 SA1
STEM:N1750 SA0
STEM:N1750 SA1
STEM:N1753 SA0
STEM:N1753 SA1
STEM:N1756 SA0
STEM:N1756 SA1
STEM:N1759 SA0
STEM:N1759 SA1
STEM:N1763 SA0
STEM:N1763 SA1
STEM:N1767 SA0
STEM:N1767 SA1
STEM:N1771 SA0
STEM:N1771 SA1
STEM:N1775 SA0
STEM:N1775 SA1
STEM:N1779 SA0
STEM:N1779 SA1
STEM:N1783 SA0
STEM:N1783 SA1
STEM:N1787 SA0
STEM:N1787 SA1
STEM:N1791 SA0
STEM:N1791 SA1
STEM:N1795 SA0
STEM:N1795 SA1
STEM:N1799 SA0
STEM:N1799 SA1
STEM:N1803 SA0
STEM:N1803 SA1
STEM:N1807 SA0
STEM:N1807 SA1
STEM:N1811 SA0
STEM:N1811 SA1
STEM:N1815 SA0
STEM:N1815 SA1
STEM:N1819 SA0
STEM:N1819 SA1
STEM:N1820 SA0
STEM:N1820 SA1
STEM:N1821 SA0
STEM:N1821 SA1
STEM:N1824 SA0
STEM:N1824 SA1
STEM:N1825 SA0
STEM:N1825 SA1
STEM:N1826 SA0
STEM:N1826 SA1
STEM:N1829 SA0
STEM:N1829 SA1
STEM:N1830 SA0
STEM:N1830 SA1
STEM:N1831 SA0
STEM:N1831 SA1
STEM:N1834 SA0
STEM:N1834 SA1
STEM:N1835 SA0
STEM:N1835 SA1
STEM:N1836 SA0
STEM:N1836 SA1
STEM:N1839 SA0
STEM:N1839 SA1
STEM:N1840 SA0
STEM:N1840 SA1
STEM:N1841 SA0
STEM:N1841 SA1
STEM:N1844 SA0
STEM:N1844 SA1
STEM:N1845 SA0
STEM:N1845 SA1
STEM:N1846 SA0
STEM:N1846 SA1
STEM:N1849 SA0
STEM:N1849 SA1
STEM:N1850 SA0
STEM:N1850 SA1
STEM:N1851 SA0
STEM:N1851 SA1
STEM:N1854 SA0
STEM:N1854 SA1
STEM:N1855 SA0
STEM:N1855 SA1
STEM:N1856 SA0
STEM:N1856 SA1
STEM:N1859 SA0
STEM:N1859 SA1
STEM:N1860 SA0
STEM:N1860 SA1
STEM:N1861 SA0
STEM:N1861 SA1
STEM:N1864 SA0
STEM:N1864 SA1
STEM:N1865 SA0
STEM:N1865 SA1
STEM:N1866 SA0
STEM:N1866 SA1
STEM:N1869 SA0
STEM:N1869 SA1
STEM:N1870 SA0
STEM:N1870 SA1
STEM:N1871 SA0
STEM:N1871 SA1
STEM:N1874 SA0
STEM:N1874 SA1
STEM:N1875 SA0
STEM:N1875 SA1
STEM:N1876 SA0
STEM:N1876 SA1
STEM:N1879 SA0
STEM:N1879 SA1
STEM:N1880 SA0
STEM:N1880 SA1
STEM:N1881 SA0
STEM:N1881 SA1
STEM:N1884 SA0
STEM:N1884 SA1
STEM:N1885 SA0
STEM:N1885 SA1
STEM:N1886 SA0
STEM:N1886 SA1
STEM:N1889 SA0
STEM:N1889 SA1
STEM:N1890 SA0
STEM:N1890 SA1
STEM:N1891 SA0
STEM:N1891 SA1
STEM:N1894 SA0
STEM:N1894 SA1
STEM:N1897 SA0
STEM:N1897 SA1
STEM:N1901 SA0
STEM:N1901 SA1
STEM:N1902 SA0
STEM:N1902 SA1
STEM:N1905 SA0
STEM:N1905 SA1
STEM:N1908 SA0
STEM:N1908 SA1
STEM:N1911 SA0
STEM:N1911 SA1
STEM:N1914 SA0
STEM:N1914 SA1
STEM:N1917 SA0
STEM:N1917 SA1
STEM:N1920 SA0
STEM:N1920 SA1
STEM:N1923 SA0
STEM:N1923 SA1
STEM:N1926 SA0
STEM:N1926 SA1
STEM:N1929 SA0
STEM:N1929 SA1
STEM:N1932 SA0
STEM:N1932 SA1
STEM:N1935 SA0
STEM:N1935 SA1
STEM:N1938 SA0
STEM:N1938 SA1
STEM:N1941 SA0
STEM:N1941 SA1
STEM:N1945 SA0
STEM:N1945 SA1
STEM:N1946 SA0
STEM:N1946 SA1
STEM:N1947 SA0
STEM:N1947 SA1
STEM:N1951 SA0
STEM:N1951 SA1
STEM:N1955 SA0
STEM:N1955 SA1
STEM:N1959 SA0
STEM:N1959 SA1
STEM:N1963 SA0
STEM:N1963 SA1
STEM:N1967 SA0
STEM:N1967 SA1
STEM:N1971 SA0
STEM:N1971 SA1
STEM:N1975 SA0
STEM:N1975 SA1
STEM:N1979 SA0
STEM:N1979 SA1
STEM:N1983 SA0
STEM:N1983 SA1
STEM:N1987 SA0
STEM:N1987 SA1
STEM:N1991 SA0
STEM:N1991 SA1
STEM:N1995 SA0
STEM:N1995 SA1
STEM:N1999 SA0
STEM:N1999 SA1
STEM:N2000 SA0
STEM:N2000 SA1
STEM:N2001 SA0
STEM:N2001 SA1
STEM:N2004 SA0
STEM:N2004 SA1
STEM:N2005 SA0
STEM:N2005 SA1
STEM:N2006 SA0
STEM:N2006 SA1
STEM:N2007 SA0
STEM:N2007 SA1
STEM:N2008 SA0
STEM:N2008 SA1
STEM:N2009 SA0
STEM:N2009 SA1
STEM:N2010 SA0
STEM:N2010 SA1
STEM:N2011 SA0
STEM:N2011 SA1
STEM:N2012 SA0
STEM:N2012 SA1
STEM:N2013 SA0
STEM:N2013 SA1
STEM:N2014 SA0
STEM:N2014 SA1
STEM:N2015 SA0
STEM:N2015 SA1
STEM:N2016 SA0
STEM:N2016 SA1
STEM:N2017 SA0
STEM:N2017 SA1
STEM:N2018 SA0
STEM:N2018 SA1
STEM:N2019 SA0
STEM:N2019 SA1
STEM:N2020 SA0
STEM:N2020 SA1
STEM:N2021 SA0
STEM:N2021 SA1
STEM:N2022 SA0
STEM:N2022 SA1
STEM:N2023 SA0
